"Variable","Celda"
"segmento_linea","C143"
"cml_tml","F143"
"nps","H143"
"fugas_superficie_externa","J143"
"aplastamientos_ovalidad","N143"
"estrias_hendiduras_cortes","R143"
"profundidad_estrias","V143"
"buena_fusion_uniones","Z143"
"contaminacion_uniones","AD143"
"grietas_agrietamiento_crazing","AH143"
"fugas_uniones_accesorios","AL143"
"observaciones","AP143"
