"Variable","Celda"
"segmento_linea_aislamiento","C137"
"cml_tml_aislamiento","F137"
"nps_aislamiento","H137"
"danos_perforaciones_aislamiento","J137"
"falta_recubrimiento_aislamiento","O137"
"deterioro_sellado_aislamiento","U137"
"abultamiento_aislamiento","Y137"
"cintas_rotas_faltantes","AC137"
"observaciones_aislamiento","AG137"
