"Variable","Celda"
"segmento_linea_pm","C57"
"cml_tml_pm","F57"
"nps_pm","H57"
"tipo_componente_pm","J57"
"id_pierna_muerta","O57"
"longitud_pierna_muerta","R57"
"posicion_pierna_muerta","V57"
"observaciones_pm","Z57"
