"Variable","Celda"
"segmento_linea","C17"
"cml_tml","F17"
"nps","H17"
"tipo_componente","J17"
"tipo_dano","O17"
"tipo_calidad","S17"
"area_reparacion","W17"
"observaciones_recubrimiento","AB17"
