"Variable","Celda"
"segmento_linea_vibracion","C47"
"cml_tml_vibracion","F47"
"nps_vibracion","H47"
"tipo_componente_vibracion","J47"
"condicion_vibracion","O47"
"fuente_vibracion","S47"
"punto_friccion","X47"
"observaciones_vibracion","AC47"
