"Variable","Celda"
"segmento_linea_soporte","C37"
"cml_tml_soporte","F37"
"nps_soporte","H37"
"tipo_componente_soporte","J37"
"id_soporte","M37"
"tipo_soporte","O37"
"anclaje_soporte","R37"
"accesorio_soporte","U37"
"aislamiento_soporte","X37"
"contacto_soporte","AA37"
"estado_recubrimiento_soporte","AD37"
"estado_concreto_soporte","AG37"
"ausencia_partes_soporte","AJ37"
"desajuste_partes_soporte","AM37"
"corrosion_soporte","AP37"
"deformacion_soporte","AS37"
"observaciones_soporte","AV37"
