"Variable","Celda"
"segmento_linea_valvula","C97"
"cml_tml_valvula","F97"
"nps_valvula","H97"
"tipo_componente_valvula","J97"
"tipo_de_valvula","O97"
"material_cuerpo_valvula","R97"
"rating_class_valvula","U97"
"tipo_conexion_extremos","X97"
"condicion_sello_valvula","AA97"
"estado_recubrimiento_valvula","AD97"
"observaciones_valvula","AH97"
