"Variable","Celda"
"segmento_linea_brida","C87"
"cml_tml_brida","F87"
"nps_brida","H87"
"tipo_componente_brida","J87"
"tipo_brida","O87"
"rating_class_brida","R87"
"tipo_cara_brida","U87"
"llenado_tuerca_brida","X87"
"estado_recubrimiento_brida","AA87"
"presenta_fugas_brida","AE87"
"presenta_junta_disimil","AH87"
"observaciones_brida","AK87"
