"Variable","Celda"
"DR_Inicio","C157"
"DR_Final","G157"
"nps_aislamiento","K157"
"danos_perforaciones_aislamiento","O157"
"falta_recubrimiento_aislamiento","S157"
"deterioro_sellado_aislamiento","W157"
"abultamiento_aislamiento","AA157"
"cintas_rotas_faltantes","AE157"
"observaciones_aislamiento","AM157"
"cordenadas","AI157"
