"Variable","Celda"
"Verificar_en_los_planos_de_la_linea","B17"
"Verificar_en_los_planos_de_la_estacion","J17"
"Verificar_en_los_diagramas","S17"
"Presencia_de_hitos_de_concreto","W17"
"Observaciones","AG17"
"cordenadas","AB17"
