"Variable","Celda"
"DR_Inicio","C107"
"DR_Final","G107"
"Tuberia_esta_encamisada","K107"
"Documentar_estado_del_sello_venteo","O107"
"Pasan_por_encima_o_por_debajo","W107"
"La_tuberia_esta_soportada","AA107"
"En_caso_de_puente_registrar_estado","AE107"
"Observaciones","AI107"
"cordenadas","S107"
