"Variable","Celda"
"DR_Inicio","C117"
"DR_Final","G117"
"Registrar_proximidad_de_viviendas","K117"
"Hay_viviendas_dentro_de_la_servidumbre","W117"
"Observaciones","AE117"
"cordenadas","S117"
