"Variable","Celda"
"DR_(m)","C27"
"NPS","F27"
"Tipo_de_Valvula","H27"
"Material_Cuerpo","J27"
"Rating_Class","O27"
"Tipo_Conexion","S27"
"Condicion_Sello","W27"
"Estado_Recubrimiento","AA27"
"Hay_presencia_de_fugas","AE27"
"Observaciones","AG27"
"cordenadas","AB27"
