"Variable","Celda"
"CML","C39"
"componente","F39"
"tiempo_exp_seg","I39"
"iqi_obser","L39"
"iqi_req","O39"
"nps","R39"
"thk_nom_mm","U39"
"thk_min_mm","X39"
"thk_prom_mm","AA39"
"thk_corr_int_mm","AD39"
"corr_interna","AG39"
"thk_socavado_mm","AJ39"
"thk_rosca_libre_mm","AP39"
"indicaciones_soldaduras","AM39"
"fluido","AV39"
"valv_posicion","AY39"
"objeto_interno","BA39"
"sedimentos","AS39"
