"Variable","Celda"
"id_punto","A27"
"seg","B27"
"cml","C27"
"diametro_in","D27"
"dja_mm","E27"
"posicion_horario","G27"
"longitud_mm","I27"
"ancho_mm","J27"
"espesor_minimo_medido_mm","K27"
"interaccion_costura","M27"
"tipo_anomalia","O27"
"porcentaje_perdida","Q27"
"observaciones","S27"
